model_type,task_type,question_idx,gold_answer,baseline_stop_window,baseline_tokens_saved,stop_window_0.50,stop_window_0.85,stop_window_0.95,tokens_saved_0.50,tokens_saved_0.85,tokens_saved_0.95,is_correct_full,is_correct_baseline,is_correct_0.50,is_correct_0.85,is_correct_0.95
GPT3.5,strategy,971,no,15,1102,5,5,40,1570,1570,0,True,True,False,False,True
GPT3.5,strategy,972,no,10,1200,5,5,40,1426,1426,0,True,True,True,True,True
GPT3.5,strategy,973,no,5,1574,5,5,5,1574,1574,1574,True,True,True,True,True
GPT3.5,strategy,974,no,5,1549,5,5,5,1549,1549,1549,True,True,True,True,True
GPT3.5,strategy,975,no,5,1178,5,5,5,1178,1178,1178,True,True,True,True,True
GPT3.5,strategy,976,yes,25,484,5,5,40,1190,1190,0,True,True,True,True,True
GPT3.5,strategy,977,no,5,1160,5,5,5,1160,1160,1160,True,True,True,True,True
GPT3.5,strategy,978,yes,5,1399,5,5,5,1399,1399,1399,True,True,True,True,True
GPT3.5,strategy,979,no,5,1444,5,5,5,1444,1444,1444,True,True,True,True,True
GPT3.5,strategy,980,yes,5,1213,5,5,5,1213,1213,1213,True,True,True,True,True
GPT3.5,strategy,981,no,5,1634,5,5,5,1634,1634,1634,True,True,True,True,True
GPT3.5,strategy,982,yes,10,1429,5,5,5,1676,1676,1676,True,True,True,True,True
GPT3.5,strategy,983,no,40,0,5,5,5,1544,1544,1544,False,False,False,False,False
GPT3.5,strategy,984,no,5,1645,5,5,25,1645,1645,674,True,True,True,True,True
GPT3.5,strategy,985,no,10,1611,5,5,40,1895,1895,0,True,True,True,True,True
GPT3.5,strategy,986,yes,5,1564,5,5,15,1564,1564,1094,True,True,True,True,True
GPT3.5,strategy,987,yes,5,1325,5,5,40,1325,1325,0,True,True,True,True,True
GPT3.5,strategy,988,no,5,1278,5,5,5,1278,1278,1278,True,True,True,True,True
GPT3.5,strategy,989,no,10,1777,5,5,10,2076,2076,1777,True,True,True,True,True
GPT3.5,strategy,990,yes,10,1469,5,5,10,1732,1732,1469,False,False,False,False,False
GPT3.5,strategy,991,no,5,1257,5,5,5,1257,1257,1257,True,True,True,True,True
GPT3.5,strategy,992,no,5,1260,5,5,5,1260,1260,1260,True,True,True,True,True
GPT3.5,strategy,993,yes,30,501,5,5,40,1684,1684,0,True,True,True,True,True
GPT3.5,strategy,994,no,5,1561,5,5,5,1561,1561,1561,True,True,True,True,True
GPT3.5,strategy,995,yes,25,703,5,40,40,1692,0,0,False,False,False,False,False
GPT3.5,strategy,996,no,5,1219,5,5,15,1219,1219,905,True,True,True,True,True
GPT3.5,strategy,997,no,5,1327,5,5,5,1327,1327,1327,True,True,True,True,True
GPT3.5,strategy,998,no,5,1113,5,5,5,1113,1113,1113,True,True,True,True,True
GPT3.5,strategy,999,yes,5,1797,5,5,5,1797,1797,1797,True,True,True,True,True
GPT3.5,strategy,1000,yes,5,1482,5,5,15,1482,1482,1041,True,True,True,True,True
GPT3.5,strategy,1001,no,5,1658,5,5,40,1658,1658,0,True,True,True,True,True
GPT3.5,strategy,1002,yes,40,0,5,5,40,1749,1749,0,True,True,True,True,True
GPT3.5,strategy,1003,yes,5,1295,5,5,40,1295,1295,0,False,False,False,False,False
GPT3.5,strategy,1004,no,5,1302,5,5,5,1302,1302,1302,True,True,True,True,True
GPT3.5,strategy,1005,yes,5,1321,5,5,5,1321,1321,1321,True,True,True,True,True
GPT3.5,strategy,1006,no,5,2056,5,5,40,2056,2056,0,True,True,True,True,True
GPT3.5,strategy,1007,yes,5,2075,5,5,5,2075,2075,2075,True,True,True,True,True
GPT3.5,strategy,1008,no,5,1432,5,5,5,1432,1432,1432,True,True,True,True,True
GPT3.5,strategy,1009,yes,5,1193,5,5,30,1193,1193,330,True,True,True,True,True
GPT3.5,strategy,1010,no,5,1648,5,5,5,1648,1648,1648,True,True,True,True,True
GPT3.5,strategy,1011,no,5,1328,5,5,20,1328,1328,757,True,True,True,True,True
GPT3.5,strategy,1012,yes,5,1454,5,5,5,1454,1454,1454,True,True,True,True,True
GPT3.5,strategy,1013,yes,5,1425,5,5,5,1425,1425,1425,False,False,False,False,False
GPT3.5,strategy,1014,no,20,711,5,5,5,1226,1226,1226,True,True,True,True,True
GPT3.5,strategy,1015,yes,5,2087,5,5,10,2087,2087,1764,True,True,True,True,True
GPT3.5,strategy,1016,no,5,1151,5,5,5,1151,1151,1151,True,True,True,True,True
GPT3.5,strategy,1017,no,5,1213,5,5,5,1213,1213,1213,True,True,True,True,True
GPT3.5,strategy,1018,no,15,1329,5,5,5,1823,1823,1823,False,False,True,True,True
GPT3.5,strategy,1019,no,5,1118,5,5,5,1118,1118,1118,True,True,True,True,True
GPT3.5,strategy,1020,yes,5,831,5,5,40,831,831,0,False,False,False,False,False
GPT3.5,strategy,1021,yes,5,1481,5,5,5,1481,1481,1481,True,True,True,True,True
GPT3.5,strategy,1022,yes,5,1547,5,5,5,1547,1547,1547,True,True,True,True,True
GPT3.5,strategy,1023,no,5,1134,5,5,5,1134,1134,1134,True,True,True,True,True
GPT3.5,strategy,1024,yes,5,1125,5,5,10,1125,1125,971,False,False,False,False,False
GPT3.5,strategy,1025,yes,5,1631,5,5,20,1631,1631,952,False,False,False,False,False
GPT3.5,strategy,1026,no,5,1567,5,5,5,1567,1567,1567,True,True,True,True,True
GPT3.5,strategy,1027,no,5,2183,5,5,5,2183,2183,2183,True,True,True,True,True
GPT3.5,strategy,1028,yes,40,0,5,5,15,1785,1785,1254,False,False,False,False,False
GPT3.5,strategy,1029,no,5,1470,5,5,5,1470,1470,1470,True,True,True,True,True
GPT3.5,strategy,1030,yes,5,1615,5,5,5,1615,1615,1615,False,False,False,False,False
GPT3.5,strategy,1031,yes,5,1763,5,5,5,1763,1763,1763,True,True,True,True,True
GPT3.5,strategy,1032,yes,40,0,5,5,40,1579,1579,0,True,True,True,True,True
GPT3.5,strategy,1033,yes,40,0,5,5,5,1854,1854,1854,False,False,False,False,False
GPT3.5,strategy,1034,yes,40,0,5,10,35,1887,1627,257,False,False,True,False,False
GPT3.5,strategy,1035,no,5,1226,5,5,5,1226,1226,1226,True,True,True,True,True
GPT3.5,strategy,1036,yes,30,380,5,5,5,1306,1306,1306,True,True,True,True,True
GPT3.5,strategy,1037,no,5,1102,5,5,5,1102,1102,1102,True,True,True,True,True
GPT3.5,strategy,1038,no,10,1714,5,5,10,1976,1976,1714,True,True,True,True,True
GPT3.5,strategy,1039,yes,5,1391,5,5,5,1391,1391,1391,True,True,True,True,True
GPT3.5,strategy,1040,yes,35,263,5,5,40,1845,1845,0,True,True,True,True,True
GPT3.5,strategy,1041,yes,40,0,5,5,5,1507,1507,1507,True,True,True,True,True
GPT3.5,strategy,1042,no,5,1750,5,5,5,1750,1750,1750,True,True,True,True,True
GPT3.5,strategy,1043,yes,5,2075,5,5,40,2075,2075,0,True,True,True,True,True
GPT3.5,strategy,1044,no,5,1600,5,5,5,1600,1600,1600,True,True,True,True,True
GPT3.5,strategy,1045,no,5,1477,5,5,5,1477,1477,1477,True,True,True,True,True
GPT3.5,strategy,1046,yes,5,1644,5,5,40,1644,1644,0,True,True,True,True,True
GPT3.5,strategy,1047,yes,5,1625,5,5,5,1625,1625,1625,False,False,False,False,False
GPT3.5,strategy,1048,yes,10,1347,5,5,5,1611,1611,1611,False,False,False,False,False
GPT3.5,strategy,1049,no,5,1488,5,5,10,1488,1488,1278,True,True,True,True,True
GPT3.5,strategy,1050,yes,5,1546,5,5,20,1546,1546,817,False,False,False,False,False
GPT3.5,strategy,1051,no,5,1207,5,5,40,1207,1207,0,True,True,True,True,True
GPT3.5,strategy,1052,yes,5,1716,5,5,5,1716,1716,1716,False,False,False,False,False
GPT3.5,strategy,1053,no,5,1721,5,5,5,1721,1721,1721,True,True,True,True,True
GPT3.5,strategy,1054,no,35,199,5,5,15,1478,1478,1071,True,True,True,True,True
GPT3.5,strategy,1055,yes,40,0,5,5,25,2507,2507,1053,True,True,True,True,True
GPT3.5,strategy,1056,no,10,1727,5,5,10,1982,1982,1727,True,True,True,True,True
GPT3.5,strategy,1057,yes,5,1350,5,5,5,1350,1350,1350,True,True,True,True,True
GPT3.5,strategy,1058,yes,20,717,5,5,5,1321,1321,1321,True,True,True,True,True
GPT3.5,strategy,1059,no,5,1777,5,5,5,1777,1777,1777,True,True,True,True,True
GPT3.5,strategy,1060,no,5,1028,5,5,25,1028,1028,445,True,True,True,True,True
GPT3.5,strategy,1061,yes,40,0,5,5,40,1625,1625,0,False,False,True,True,False
GPT3.5,strategy,1062,no,5,1023,5,5,5,1023,1023,1023,True,True,True,True,True
GPT3.5,strategy,1063,no,5,1648,5,5,40,1648,1648,0,True,True,True,True,True
GPT3.5,strategy,1064,yes,5,1539,5,5,40,1539,1539,0,False,False,False,False,False
GPT3.5,strategy,1065,yes,5,1298,5,5,40,1298,1298,0,True,True,True,True,True
GPT3.5,strategy,1066,yes,5,1032,5,5,10,1032,1032,894,True,True,True,True,True
GPT3.5,strategy,1067,yes,15,1218,5,5,5,1662,1662,1662,True,True,True,True,True
GPT3.5,strategy,1068,yes,15,1207,5,5,5,1674,1674,1674,True,True,True,True,True
GPT3.5,strategy,1069,yes,5,1385,5,5,5,1385,1385,1385,True,True,True,True,True
GPT3.5,strategy,1070,no,40,0,5,5,40,1756,1756,0,True,True,False,False,True
GPT3.5,strategy,1071,no,5,1891,5,5,5,1891,1891,1891,True,True,True,True,True
GPT3.5,strategy,1072,yes,10,986,5,5,40,1187,1187,0,True,True,True,True,True
GPT3.5,strategy,1073,no,5,1441,5,5,5,1441,1441,1441,True,True,True,True,True
GPT3.5,strategy,1074,yes,5,1789,5,5,5,1789,1789,1789,True,True,True,True,True
GPT3.5,strategy,1075,no,10,1551,5,5,10,1870,1870,1551,True,True,True,True,True
GPT3.5,strategy,1076,no,5,1334,5,5,5,1334,1334,1334,True,True,True,True,True
GPT3.5,strategy,1077,yes,5,1539,5,5,5,1539,1539,1539,True,True,True,True,True
GPT3.5,strategy,1078,yes,5,1509,5,5,40,1509,1509,0,False,False,False,False,False
GPT3.5,strategy,1079,yes,5,1595,5,5,5,1595,1595,1595,True,True,True,True,True
GPT3.5,strategy,1080,no,5,1357,5,5,5,1357,1357,1357,True,True,True,True,True
GPT3.5,strategy,1081,no,5,1571,5,5,10,1571,1571,1358,True,True,True,True,True
GPT3.5,strategy,1082,no,5,1447,5,5,5,1447,1447,1447,True,True,True,True,True
GPT3.5,strategy,1083,yes,10,905,5,10,10,1123,905,905,True,True,True,True,True
GPT3.5,strategy,1084,yes,5,1397,5,5,30,1397,1397,414,False,False,False,False,False
GPT3.5,strategy,1085,no,5,1543,5,5,25,1543,1543,678,True,True,True,True,True
GPT3.5,strategy,1086,no,5,1130,5,5,5,1130,1130,1130,True,True,True,True,True
GPT3.5,strategy,1087,no,5,1429,5,5,5,1429,1429,1429,True,True,True,True,True
GPT3.5,strategy,1088,yes,5,1224,5,5,5,1224,1224,1224,False,False,False,False,False
GPT3.5,strategy,1089,no,5,2116,5,5,5,2116,2116,2116,True,True,True,True,True
GPT3.5,strategy,1090,yes,5,1759,5,5,5,1759,1759,1759,False,False,False,False,False
GPT3.5,strategy,1091,no,5,1434,5,5,5,1434,1434,1434,True,True,True,True,True
GPT3.5,strategy,1092,yes,10,1634,5,5,40,1873,1873,0,False,False,False,False,False
GPT3.5,strategy,1093,yes,5,989,5,5,40,989,989,0,True,True,True,True,True
GPT3.5,strategy,1094,no,5,987,5,5,5,987,987,987,True,True,True,True,True
GPT3.5,strategy,1095,yes,5,1490,5,5,25,1490,1490,651,True,True,True,True,True
GPT3.5,strategy,1096,no,5,1410,5,5,10,1410,1410,1211,True,True,True,True,True
GPT3.5,strategy,1097,no,5,1691,5,5,5,1691,1691,1691,True,True,True,True,True
GPT3.5,strategy,1098,no,5,1607,5,5,10,1607,1607,1369,True,True,True,True,True
GPT3.5,strategy,1099,no,5,1663,5,5,40,1663,1663,0,True,True,True,True,True
GPT3.5,strategy,1100,no,5,1116,5,5,5,1116,1116,1116,True,True,True,True,True
GPT3.5,strategy,1101,yes,5,1794,5,5,40,1794,1794,0,False,False,False,False,False
GPT3.5,strategy,1102,no,5,1335,5,5,5,1335,1335,1335,True,True,True,True,True
GPT3.5,strategy,1103,yes,20,924,5,5,40,1601,1601,0,True,True,True,True,True
GPT3.5,strategy,1104,no,5,1004,5,5,5,1004,1004,1004,True,True,True,True,True
GPT3.5,strategy,1105,no,5,950,5,5,5,950,950,950,True,True,True,True,True
GPT3.5,strategy,1106,yes,10,1305,5,5,10,1525,1525,1305,False,False,False,False,False
GPT3.5,strategy,1107,no,5,1445,5,5,5,1445,1445,1445,True,True,True,True,True
GPT3.5,strategy,1108,no,5,1636,5,5,15,1636,1636,1186,True,True,True,True,True
GPT3.5,strategy,1109,no,5,986,5,5,5,986,986,986,True,True,True,True,True
GPT3.5,strategy,1110,no,20,865,5,5,40,1482,1482,0,True,True,True,True,True
GPT3.5,strategy,1111,yes,5,1532,5,5,5,1532,1532,1532,True,True,True,True,True
GPT3.5,strategy,1112,yes,5,564,5,5,5,564,564,564,True,True,True,True,True
GPT3.5,strategy,1113,no,5,1951,5,5,5,1951,1951,1951,True,True,True,True,True
GPT3.5,strategy,1114,no,5,1523,5,5,10,1523,1523,1293,True,True,True,True,True
GPT3.5,strategy,1115,yes,5,1356,5,5,25,1356,1356,603,False,False,False,False,False
GPT3.5,strategy,1116,yes,30,524,5,5,5,1827,1827,1827,True,True,True,True,True
GPT3.5,strategy,1117,yes,5,1776,5,10,40,1776,1526,0,True,True,True,True,True
GPT3.5,strategy,1118,yes,10,1098,5,5,35,1269,1269,172,False,False,False,False,False
GPT3.5,strategy,1119,yes,15,1062,5,5,5,1450,1450,1450,True,True,True,True,True
GPT3.5,strategy,1120,yes,5,804,5,5,5,804,804,804,False,False,False,False,False
GPT3.5,strategy,1121,yes,5,1485,5,5,5,1485,1485,1485,True,True,True,True,True
GPT3.5,strategy,1122,yes,15,976,5,5,40,1372,1372,0,False,True,False,False,False
GPT3.5,strategy,1123,no,5,994,5,5,5,994,994,994,True,True,True,True,True
GPT3.5,strategy,1124,yes,5,1491,5,5,5,1491,1491,1491,False,False,False,False,False
GPT3.5,strategy,1125,yes,5,2237,5,5,20,2237,2237,1306,False,False,False,False,False
GPT3.5,strategy,1126,yes,25,657,5,10,35,1410,1197,220,False,False,False,False,False
GPT3.5,strategy,1127,no,5,1470,5,5,5,1470,1470,1470,True,True,True,True,True
GPT3.5,strategy,1128,no,5,1459,5,5,5,1459,1459,1459,True,True,True,True,True
GPT3.5,strategy,1129,yes,5,1669,5,5,40,1669,1669,0,True,True,True,True,True
GPT3.5,strategy,1130,no,5,1546,5,5,5,1546,1546,1546,True,True,True,True,True
GPT3.5,strategy,1131,no,10,1617,5,5,5,1857,1857,1857,True,True,True,True,True
GPT3.5,strategy,1132,no,5,1313,5,5,5,1313,1313,1313,True,True,True,True,True
GPT3.5,strategy,1133,no,5,2017,5,5,5,2017,2017,2017,True,True,True,True,True
GPT3.5,strategy,1134,yes,5,1776,5,5,5,1776,1776,1776,False,False,False,False,False
GPT3.5,strategy,1135,no,5,1558,5,5,10,1558,1558,1332,True,True,True,True,True
GPT3.5,strategy,1136,no,5,1481,5,5,5,1481,1481,1481,True,True,True,True,True
GPT3.5,strategy,1137,yes,5,1472,5,5,5,1472,1472,1472,False,False,False,False,False
GPT3.5,strategy,1138,yes,5,1624,5,5,5,1624,1624,1624,True,True,True,True,True
GPT3.5,strategy,1139,yes,5,1403,5,5,40,1403,1403,0,False,False,False,False,False
GPT3.5,strategy,1140,no,5,1212,5,5,5,1212,1212,1212,True,True,True,True,True
GPT3.5,strategy,1141,yes,10,1532,5,5,15,1754,1754,1316,True,True,True,True,True
GPT3.5,strategy,1142,no,5,1369,5,5,5,1369,1369,1369,True,True,True,True,True
GPT3.5,strategy,1143,no,5,1946,5,5,10,1946,1946,1623,True,True,True,True,True
GPT3.5,strategy,1144,no,5,1006,5,5,5,1006,1006,1006,True,True,True,True,True
GPT3.5,strategy,1145,no,5,1620,5,5,5,1620,1620,1620,False,False,False,False,False
GPT3.5,strategy,1146,yes,5,1144,5,5,5,1144,1144,1144,True,True,True,True,True
GPT3.5,strategy,1147,no,5,1397,5,5,5,1397,1397,1397,True,True,True,True,True
GPT3.5,strategy,1148,no,5,1195,5,5,20,1195,1195,685,True,True,True,True,True
GPT3.5,strategy,1149,no,5,1326,5,5,5,1326,1326,1326,True,True,True,True,True
GPT3.5,strategy,1150,no,5,1529,5,5,5,1529,1529,1529,True,True,True,True,True
GPT3.5,strategy,1151,no,40,0,5,5,40,1636,1636,0,True,True,False,False,True
GPT3.5,strategy,1152,no,25,712,5,5,40,1518,1518,0,True,True,True,True,True
GPT3.5,strategy,1153,yes,5,1380,5,5,30,1380,1380,425,False,False,False,False,False
GPT3.5,strategy,1154,no,5,1472,5,5,5,1472,1472,1472,True,True,True,True,True
GPT3.5,strategy,1155,no,5,1299,5,5,5,1299,1299,1299,True,True,True,True,True
GPT3.5,strategy,1156,yes,5,918,5,5,5,918,918,918,True,True,True,True,True
GPT3.5,strategy,1157,no,5,1295,5,5,5,1295,1295,1295,True,True,True,True,True
GPT3.5,strategy,1158,no,5,1368,5,5,5,1368,1368,1368,True,True,True,True,True
GPT3.5,strategy,1159,no,5,1316,5,5,5,1316,1316,1316,True,True,True,True,True
GPT3.5,strategy,1160,no,10,1507,5,5,5,1760,1760,1760,True,True,True,True,True
GPT3.5,strategy,1161,no,5,1656,5,5,5,1656,1656,1656,False,False,False,False,False
GPT3.5,strategy,1162,no,40,0,5,5,30,1481,1481,419,False,False,False,False,False
GPT3.5,strategy,1163,no,40,0,5,5,25,2130,2130,915,True,True,True,True,True
GPT3.5,strategy,1164,no,5,1634,5,5,5,1634,1634,1634,True,True,True,True,True
GPT3.5,strategy,1165,yes,5,1704,5,5,40,1704,1704,0,False,False,False,False,False
GPT3.5,strategy,1166,yes,5,1684,5,5,40,1684,1684,0,True,True,True,True,True
GPT3.5,strategy,1167,yes,5,1691,5,5,10,1691,1691,1470,False,False,False,False,False
GPT3.5,strategy,1168,no,5,1603,5,5,5,1603,1603,1603,True,True,True,True,True
GPT3.5,strategy,1169,yes,5,1633,5,5,25,1633,1633,747,True,True,True,True,True
GPT3.5,strategy,1170,no,5,954,5,5,15,954,954,693,True,True,True,True,True
GPT3.5,strategy,1171,no,10,1511,5,5,5,1750,1750,1750,True,True,True,True,True
GPT3.5,strategy,1172,no,5,1526,5,5,5,1526,1526,1526,True,True,True,True,True
GPT3.5,strategy,1173,no,20,664,5,5,5,1232,1232,1232,True,True,True,True,True
GPT3.5,strategy,1174,no,5,1767,5,5,5,1767,1767,1767,True,True,True,True,True
GPT3.5,strategy,1175,no,40,0,5,5,5,1419,1419,1419,True,True,True,True,True
GPT3.5,strategy,1176,yes,10,1759,5,5,15,2014,2014,1489,False,False,False,False,False
GPT3.5,strategy,1177,no,5,1354,5,5,10,1354,1354,1176,True,True,True,True,True
GPT3.5,strategy,1178,yes,25,689,5,5,40,1596,1596,0,True,False,True,True,True
GPT3.5,strategy,1179,no,15,939,5,5,5,1324,1324,1324,False,False,False,False,False
GPT3.5,strategy,1180,no,5,1546,5,5,5,1546,1546,1546,True,True,True,True,True
GPT3.5,strategy,1181,yes,5,1342,5,5,10,1342,1342,1190,True,True,True,True,True
GPT3.5,strategy,1182,yes,5,759,5,5,5,759,759,759,False,False,False,False,False
GPT3.5,strategy,1183,no,5,958,5,5,5,958,958,958,True,True,True,True,True
GPT3.5,strategy,1184,yes,5,1246,5,5,5,1246,1246,1246,True,True,True,True,True
GPT3.5,strategy,1185,yes,10,724,5,10,10,852,724,724,False,False,False,False,False
GPT3.5,strategy,1186,no,5,1593,5,5,10,1593,1593,1321,True,True,True,True,True
GPT3.5,strategy,1187,no,5,1201,5,5,5,1201,1201,1201,True,True,True,True,True
GPT3.5,strategy,1188,no,40,0,5,5,5,1400,1400,1400,True,True,True,True,True
GPT3.5,strategy,1189,yes,5,1518,5,5,10,1518,1518,1298,False,False,False,False,False
GPT3.5,strategy,1190,yes,5,1520,5,5,5,1520,1520,1520,True,True,True,True,True
GPT3.5,strategy,1191,no,5,1298,5,5,5,1298,1298,1298,True,True,True,True,True
GPT3.5,strategy,1192,no,5,1811,5,5,15,1811,1811,1306,True,True,True,True,True
GPT3.5,strategy,1193,yes,5,1376,5,5,5,1376,1376,1376,False,False,False,False,False
GPT3.5,strategy,1194,yes,5,1063,5,5,5,1063,1063,1063,True,True,True,True,True
GPT3.5,strategy,1195,yes,5,1946,5,10,40,1946,1694,0,False,False,False,False,False
GPT3.5,strategy,1196,yes,5,2251,5,5,40,2251,2251,0,False,False,False,False,False
GPT3.5,strategy,1197,yes,30,350,5,5,25,1355,1355,553,False,False,False,False,False
GPT3.5,strategy,1198,no,5,1245,5,5,5,1245,1245,1245,True,True,True,True,True
GPT3.5,strategy,1199,yes,25,893,5,5,40,2084,2084,0,True,False,True,True,True
GPT3.5,strategy,1200,yes,5,1580,5,5,5,1580,1580,1580,False,False,False,False,False
GPT3.5,strategy,1201,yes,5,1138,5,5,15,1138,1138,836,False,False,False,False,False
GPT3.5,strategy,1202,yes,15,1064,5,5,40,1463,1463,0,True,True,True,True,True
GPT3.5,strategy,1203,no,5,1401,5,5,35,1401,1401,166,True,True,True,True,True
GPT3.5,strategy,1204,yes,5,1241,5,5,5,1241,1241,1241,False,False,False,False,False
GPT3.5,strategy,1205,yes,10,1554,5,5,10,1815,1815,1554,True,True,False,False,True
GPT3.5,strategy,1206,yes,5,1223,5,5,5,1223,1223,1223,False,False,False,False,False
GPT3.5,strategy,1207,no,5,1355,5,5,15,1355,1355,986,True,True,True,True,True
GPT3.5,strategy,1208,yes,10,1603,5,5,10,1894,1894,1603,True,True,True,True,True
GPT3.5,strategy,1209,no,5,1980,5,5,5,1980,1980,1980,True,True,True,True,True
GPT3.5,strategy,1210,yes,40,0,5,5,5,1938,1938,1938,False,False,False,False,False
GPT3.5,strategy,1211,no,5,1828,5,5,20,1828,1828,1013,True,True,True,True,True
GPT3.5,strategy,1212,yes,10,1224,5,5,5,1429,1429,1429,True,True,True,True,True
GPT3.5,strategy,1213,yes,5,1111,5,5,5,1111,1111,1111,True,True,True,True,True
GPT3.5,strategy,1214,yes,10,1557,5,10,15,1840,1557,1282,False,False,False,False,False
GPT3.5,strategy,1215,yes,5,1488,5,5,5,1488,1488,1488,True,True,True,True,True
GPT3.5,strategy,1216,no,5,1575,5,10,40,1575,1337,0,True,True,True,True,True
GPT3.5,strategy,1217,no,5,1443,5,5,15,1443,1443,1007,True,True,True,True,True
GPT3.5,strategy,1218,no,5,1287,5,5,25,1287,1287,530,True,True,True,True,True
GPT3.5,strategy,1219,yes,25,621,5,5,40,1420,1420,0,False,False,False,False,False
GPT3.5,strategy,1220,no,40,0,10,40,40,770,0,0,True,True,True,True,True
GPT3.5,strategy,1221,no,5,1408,5,5,5,1408,1408,1408,True,True,True,True,True
GPT3.5,strategy,1222,yes,5,1564,5,5,5,1564,1564,1564,False,False,False,False,False
GPT3.5,strategy,1223,yes,5,1565,5,5,10,1565,1565,1370,False,False,False,False,False
GPT3.5,strategy,1224,yes,5,1103,5,5,5,1103,1103,1103,True,True,True,True,True
GPT3.5,strategy,1225,yes,5,1442,5,5,5,1442,1442,1442,False,False,False,False,False
GPT3.5,strategy,1226,yes,5,1626,5,5,5,1626,1626,1626,True,True,True,True,True
GPT3.5,strategy,1227,yes,5,1487,5,5,15,1487,1487,1062,True,True,True,True,True
GPT3.5,strategy,1228,no,5,1345,5,5,15,1345,1345,958,True,True,True,True,True
GPT3.5,strategy,1229,no,40,0,5,5,25,1725,1725,749,True,True,True,True,False
GPT3.5,strategy,1230,no,5,1597,5,5,40,1597,1597,0,True,True,True,True,True
GPT3.5,strategy,1231,no,30,507,5,5,5,1936,1936,1936,False,False,False,False,False
GPT3.5,strategy,1232,yes,35,207,5,5,40,1232,1232,0,False,False,False,False,False
GPT3.5,strategy,1233,yes,15,1029,5,5,5,1427,1427,1427,True,True,True,True,True
GPT3.5,strategy,1234,yes,30,461,5,5,35,1681,1681,236,False,False,False,False,False
GPT3.5,strategy,1235,no,5,1156,5,5,10,1156,1156,1042,True,True,True,True,True
GPT3.5,strategy,1236,no,5,1520,5,5,5,1520,1520,1520,True,True,True,True,True
GPT3.5,strategy,1237,yes,5,1699,5,5,5,1699,1699,1699,False,False,False,False,False
GPT3.5,strategy,1238,no,10,1353,5,5,5,1559,1559,1559,True,True,True,True,True
GPT3.5,strategy,1239,yes,5,1529,5,5,40,1529,1529,0,True,True,True,True,True
GPT3.5,strategy,1240,yes,25,470,5,5,40,1107,1107,0,False,False,True,True,False
